+0.1172180	0f01
-0.1061707	f269
+0.2265015	1cfe
+0.2366333	1e4a
+0.0262756	035d
+0.2314758	1da1
-0.1841125	e86f
+0.9079590	7438
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.9999695	7fff
+0.9182434	7589
+0.1479492	12f0
+0.3118591	27eb
-0.4420471	c76b
+0.9999695	7fff
-0.1271973	efb8
+0.4343872	379a
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.1954651	1905
+0.5935059	4bf8
+0.8044128	66f7
-1.0000000	8000
+0.1572876	1422
+0.1778870	16c5
-0.6091003	b209
-0.4286499	c922
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
-0.4011841	cca6
-1.0000000	8000
+0.1091003	0df7
+0.8263245	69c5
+0.1454163	129d
-0.0267334	fc94
+0.1187134	0f32
+0.6427917	5247
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
-0.4655457	c469
+0.0812378	0a66
-0.3069153	d8b7
-0.5990295	b353
+0.1128235	0e71
-0.7317505	a256
+0.1620178	14bd
-1.0000000	8000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.9855042	7e25
+0.9999695	7fff
-0.0631714	f7ea
+0.1002808	0cd6
-0.3706360	d08f
+0.8346558	6ad6
-0.1304016	ef4f
+0.6908875	586f
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
-0.3500061	d333
-0.4650574	c479
-0.9693909	83eb
+0.8891296	71cf
-0.1221008	f05f
-0.4951172	c0a0
+0.6496277	5327
+0.2016296	19cf
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.8827820	70ff
+0.8212585	691f
+0.3686829	2f31
-0.2391663	e163
-0.2637939	de3c
+0.9437561	78cd
-0.2318726	e252
-0.3091431	d86e
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
