-0.0876770	f4c7
+0.0851746	0ae7
+0.0458374	05de
-0.0996399	f33f
-0.6824951	a8a4
+0.2263184	1cf8
+0.4211426	35e8
-0.9551086	85bf
-0.5082092	bef3
-0.4572449	c579
+0.2538452	207e
+0.8482056	6c92
+0.9471741	793d
-0.6025696	b2df
+0.2578125	2100
+0.9273071	76b2
+0.1833191	1777
+0.1977234	194f
-0.0542297	f90f
+0.5194397	427d
-0.7598267	9ebe
-0.8955383	8d5f
-0.2351379	e1e7
-0.1197815	f0ab
-0.6644897	aaf2
+0.6445312	5280
+0.7510376	6022
-0.1811218	e8d1
+0.3547668	2d69
-0.2215881	e3a3
-0.5990601	b352
+0.2330933	1dd6
-0.3007812	d980
+0.9351501	77b3
+0.0884094	0b51
+0.8872681	7192
-0.1927795	e753
+0.7162170	5bad
-0.1564941	ebf8
-0.2133789	e4b0
+0.4186096	3595
+0.3183289	28bf
+0.9807434	7d89
-0.1886902	e7d9
+0.7794800	63c6
+0.4280396	36ca
-0.2188416	e3fd
+0.9589539	7abf
+0.8891907	71d1
-0.7705688	9d5e
-0.3791504	cf78
-0.8050842	98f3
-0.5917053	b443
-0.1960144	e6e9
-0.2951050	da3a
+0.8476257	6c7f
-0.3511963	d30c
+0.6596069	546e
-0.1945801	e718
+0.4449768	38f5
-0.0634766	f7e0
-0.3412170	d453
-0.6105652	b1d9
+0.6128540	4e72
-0.4475098	c6b8
-0.6738281	a9c0
+0.6907959	586c
-0.1912842	e784
+0.7344971	5e04
-0.1287231	ef86
+0.8242798	6982
+0.2060547	1a60
+0.3713379	2f88
-0.6358643	ae9c
+0.4754333	3cdb
+0.1056213	0d85
+0.8706970	6f73
+0.0864258	0b10
+0.8312073	6a65
-0.8491516	934f
+0.4541931	3a23
-0.9530640	8602
+0.0696411	08ea
-0.9560242	85a1
+0.3036194	26dd
+0.0422363	0568
-0.2064209	e594
-0.2444763	e0b5
-0.3178101	d752
+0.6044617	4d5f
+0.4261475	368c
-0.2440796	e0c2
-0.0836182	f54c
+0.2484131	1fcc
-0.0384216	fb15
+0.4170227	3561
-0.1796570	e901
+0.2466736	1f93
+0.3934326	325c
-0.9519958	8625
-0.7476807	a04c
-0.3629456	d18b
-0.7949829	9a3e
-0.6816101	a8c1
-0.5890198	b49b
-0.7082214	a559
-0.4642029	c495
+0.3039551	26e8
+0.5381165	44e1
+0.2200012	1c29
+0.7692261	6276
+0.9122009	74c3
+0.5745239	498a
-0.4505920	c653
+0.4283447	36d4
+0.7281189	5d33
-0.0704956	f6fa
-0.2425842	e0f3
+0.7637634	61c3
-0.6972656	a6c0
-0.4800110	c28f
+0.0767517	09d3
+0.9205322	75d4
+0.4472961	3941
-0.1223450	f057
-0.1205139	f093
+0.8915405	721e
+0.2551270	20a8
+0.6520081	5375
-0.6141052	b165
+0.9344482	779c
+0.5604858	47be
-0.9358215	8837
+0.3807373	30bc
+0.7526550	6057
+0.2049561	1a3c
-0.3425293	d428
-0.5075073	bf0a
+0.0159912	020c
+0.3309326	2a5c
+0.9562073	7a65
-0.8918457	8dd8
-0.7721863	9d29
-0.9399109	87b1
+0.1529236	1393
-0.4533691	c5f8
-0.0429688	fa80
-0.6205139	b093
+0.3401794	2b8b
+0.6580200	543a
+0.9357910	77c8
-0.0542908	f90d
+0.0538635	06e5
+0.4092102	3461
-0.8227844	96af
-0.5051880	bf56
+0.3630371	2e78
-0.9586182	854c
-0.9195557	8a4c
-0.0212097	fd49
-0.4432678	c743
+0.8871460	718e
-0.1086731	f217
+0.1014099	0cfb
-0.5126953	be60
+0.7477112	5fb5
-0.2838135	dbac
+0.9523010	79e5
-0.8057556	98dd
-0.6618958	ab47
+0.0967407	0c62
-0.5396729	baec
-0.1477051	ed18
-0.6104431	b1dd
+0.2966309	25f8
-0.6941528	a726
+0.2802734	23e0
+0.4132996	34e7
-0.3388977	d49f
+0.9486084	796c
+0.3231812	295e
+0.7379761	5e76
-0.5965576	b3a4
-0.9005127	8cbc
-0.7253113	a329
+0.5894470	4b73
+0.3663025	2ee3
+0.9201050	75c6
+0.2620850	218c
+0.4546509	3a32
+0.8532715	6d38
-0.2054749	e5b3
-0.9666443	8445
+0.0546875	0700
+0.1396179	11df
+0.9090576	745c
+0.3282166	2a03
+0.7121887	5b29
+0.0506592	067c
-0.2412415	e11f
+0.8383484	6b4f
+0.8998413	732e
-0.5172119	bdcc
+0.7112427	5b0a
-0.1269836	efbf
+0.8341675	6ac6
-0.1649475	eae3
+0.9988708	7fdb
-0.8840942	8ed6
-0.4474182	c6bb
-0.1472778	ed26
+0.2568054	20df
-0.9642334	8494
+0.0057373	00bc
-0.3377686	d4c4
+0.0351257	047f
+0.8417358	6bbe
+0.5118103	4183
+0.9645081	7b75
+0.5874023	4b30
+0.6002502	4cd5
-0.9878845	818d
+0.6970520	5939
-0.8799438	8f5e
+0.3988037	330c
+0.5182800	4257
-0.0914307	f44c
-0.1419983	edd3
+0.4688110	3c02
+0.5548706	4706
-0.3619080	d1ad
-0.7079163	a563
-0.0858459	f503
+0.8491821	6cb2
-0.4649963	c47b
+0.8717651	6f96
+0.3842773	3130
-0.9311218	88d1
-0.0101929	feb2
-0.2162476	e452
+0.5809326	4a5c
-0.7564087	9f2e
-0.6473389	ad24
-0.1451416	ed6c
-0.5358582	bb69
-0.4694824	c3e8
+0.7620544	618b
-0.7833252	9bbc
+0.2554932	20b4
-0.0640869	f7cc
-0.2959595	da1e
-0.8371582	94d8
-0.5403137	bad7
-0.5268860	bc8f
-0.6059570	b270
-0.3277588	d60c
