-0.5894470	b48d
-0.8081970	988d
-0.8499146	9336
+0.9274597	76b7
-0.0072937	ff11
-0.6330261	aef9
+0.6285095	5073
+0.2038879	1a19
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
-0.6647644	aae9
-0.1588745	ebaa
+0.3239746	2978
-0.9768066	82f8
+0.3629150	2e74
-0.7619934	9e77
-0.2420959	e103
-0.7798767	9c2d
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.5337219	4451
+0.7500916	6003
-0.8962402	8d48
+0.3164978	2883
-0.4445801	c718
+0.1993713	1985
+0.5226135	42e5
-0.5947266	b3e0
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
-0.2570801	df18
-0.5954895	b3c7
+0.0877075	0b3a
+0.2301941	1d77
+0.0598145	07a8
+0.0044556	0092
+0.1913452	187e
-0.8409729	945b
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
