+0.1172180	0f01
-0.1061707	f269
+0.2265015	1cfe
+0.2366333	1e4a
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.9999695	7fff
+0.9182434	7589
+0.1479492	12f0
+0.3118591	27eb
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.1954651	1905
+0.5935059	4bf8
+0.8044128	66f7
-1.0000000	8000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
-0.4011841	cca6
-1.0000000	8000
+0.1091003	0df7
+0.8263245	69c5
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
+0.0000000	0000
