-0.4519958	c625
-0.4823608	c242
+0.6038208	4d4a
-0.8049622	98f7
+0.0111084	016c
+0.7398682	5eb4
-0.4910583	c125
+0.0645447	0843
+0.9453430	7901
-0.7348938	a1ef
-0.7060547	a5a0
+0.0960388	0c4b
+0.8493042	6cb6
+0.0730896	095b
-0.3646240	d154
+0.4743347	3cb7
-0.4961243	c07f
-0.6120605	b1a8
-0.3244324	d679
-0.6407166	adfd
-0.9528503	8609
+0.8192444	68dd
+0.4533997	3a09
+0.9431763	78ba
-0.2687378	dd9a
-0.1735840	e9c8
+0.1090698	0df6
+0.8198853	68f2
+0.7694092	627c
+0.1479492	12f0
+0.8463440	6c55
-0.2662964	ddea
-0.4231567	c9d6
+0.8979492	72f0
+0.4068604	3414
-0.3242798	d67e
+0.7686157	6262
+0.0955505	0c3b
+0.6659851	553f
+0.0372925	04c6
-0.5382690	bb1a
-0.3893127	ce2b
-0.3803101	cf52
+0.2606506	215d
+0.3364258	2b10
+0.8751526	7005
+0.5563354	4736
-0.0241394	fce9
-0.5520020	b958
+0.9624329	7b31
+0.6946411	58ea
+0.3049316	2708
+0.6510315	5355
-0.6260681	afdd
+0.4671326	3bcb
-0.3304138	d5b5
-0.6752319	a992
+0.2002563	19a2
-0.2533875	df91
+0.0080261	0107
+0.3894348	31d9
-0.2752991	dcc3
-0.7510376	9fde
-0.8153687	97a2
+0.6555786	53ea
-0.2256775	e31d
+0.8749695	6fff
+0.6341248	512b
-0.6050720	b28d
+0.3894043	31d8
+0.8848572	7143
-0.9257812	8980
-0.0195007	fd81
-0.1228943	f045
+0.4201965	35c9
-0.1872253	e809
-0.3596497	d1f7
-0.9869385	81ac
-0.9765015	8302
-0.3706055	d090
+0.3412781	2baf
+0.3758850	301d
+0.0075378	00f7
+0.5613098	47d9
-0.7106018	a50b
+0.8948364	728a
+0.3441467	2c0d
-0.3329163	d563
-0.7731018	9d0b
-0.4241333	c9b6
-0.6683350	aa74
+0.9902344	7ec0
-0.9593201	8535
+0.0053711	00b0
-0.4600830	c51c
-0.8489685	9355
-0.5115967	be84
-0.1636047	eb0f
+0.5025330	4053
-0.6632996	ab19
+0.1213379	0f88
-0.6211853	b07d
-0.5821533	b57c
+0.1898499	184d
+0.6614685	54ab
-0.0223389	fd24
-0.0010986	ffdc
+0.3121033	27f3
-0.6921082	a769
-0.1460266	ed4f
+0.1050110	0d71
-0.4502258	c65f
+0.7521667	6047
+0.8381348	6b48
-0.3581848	d227
-0.6781921	a931
-0.6729431	a9dd
+0.2153625	1b91
+0.7014465	59c9
+0.4325562	375e
-0.0592651	f86a
-0.6318665	af1f
-0.3786011	cf8a
+0.5060730	40c7
+0.2953796	25cf
-0.1939697	e72c
-0.7409668	a128
-0.8894958	8e25
+0.4596558	3ad6
-0.8599548	91ed
-0.3065186	d8c4
+0.5617981	47e9
+0.0730286	0959
+0.3171387	2898
-0.7023621	a619
-0.9542236	85dc
+0.9755249	7cde
+0.3353271	2aec
-0.8905334	8e03
-0.1170349	f105
-0.8608704	91cf
+0.2182007	1bee
-0.8662109	9120
-0.8356018	950b
+0.4110107	349c
+0.3564148	2d9f
+0.1336670	111c
+0.3195190	28e6
-0.8165894	977a
+0.1142273	0e9f
+0.8727417	6fb6
-0.9424438	875e
+0.9372864	77f9
+0.5539246	46e7
-0.1403809	ee08
+0.5517273	469f
-0.8934021	8da5
-0.9438171	8731
+0.4253235	3671
+0.7481079	5fc2
+0.4629822	3b43
+0.6198730	4f58
-0.6389771	ae36
+0.2340088	1df4
-0.5455017	ba2d
+0.7633667	61b6
-0.6921692	a767
-0.8253479	965b
-0.5176392	bdbe
-0.0023499	ffb3
-0.8038940	991a
+0.6073303	4dbd
+0.2092285	1ac8
+0.2300720	1d73
+0.7161560	5bab
-0.7201538	a3d2
-0.2968140	da02
-0.4928589	c0ea
+0.4869080	3e53
-0.0110779	fe95
+0.2257996	1ce7
+0.1189270	0f39
-0.5252380	bcc5
+0.9347839	77a7
+0.0263367	035f
-0.1578064	ebcd
-0.0981750	f36f
-0.4598999	c522
-0.7638550	9e3a
-0.8434448	940a
+0.5083618	4112
-0.4100037	cb85
+0.1062012	0d98
+0.3997803	332c
-0.3624878	d19a
+0.6046448	4d65
-0.0634155	f7e2
+0.0925293	0bd8
+0.5981140	4c8f
+0.4765320	3cff
+0.6215210	4f8e
+0.7419434	5ef8
+0.3300781	2a40
-0.1264038	efd2
+0.2471924	1fa4
-0.0495605	f9a8
+0.1863403	17da
+0.9874268	7e64
-0.2608032	de9e
+0.6675720	5573
+0.6789551	56e8
-0.4515686	c633
+0.3317871	2a78
+0.3580933	2dd6
+0.4558716	3a5a
-0.9989624	8022
-0.8048096	98fc
+0.9756470	7ce2
+0.5390930	4501
-0.0886230	f4a8
+0.5873718	4b2f
+0.6682739	558a
-0.2947998	da44
+0.3267517	29d3
-0.2893066	daf8
-0.3799133	cf5f
+0.4073181	3423
-0.0141296	fe31
-0.7057190	a5ab
-0.5720825	b6c6
+0.1663208	154a
-0.3770447	cfbd
-0.8885498	8e44
-0.7640076	9e35
+0.8368225	6b1d
-0.5834961	b550
+0.5585632	477f
-0.4561768	c59c
+0.5451965	45c9
+0.3137207	2828
+0.4902649	3ec1
-0.6800232	a8f5
+0.9575806	7a92
+0.5242615	431b
+0.9023132	737f
+0.2860413	249d
-0.6824341	a8a6
-0.2680359	ddb1
-0.7491150	a01d
+0.4573975	3a8c
-0.0468750	fa00
-0.2787170	dc53
-0.6399841	ae15
+0.1878357	180b
-0.1702271	ea36
+0.7786560	63ab
